,name,essround,edition,cntry,gndr,yrbrn,rlgblg,ctzcntr,edulvlb,edulvlfb,edulvlmb,imsmetn,impcntr,imbgeco,imueclt,imwbcnt,age,edu_lv,edu_lvf,edu_lvm,imsmetn_lv,impcntr_lv,imbgeco_lv,imueclt_lv,imwbcnt_lv,edu_overall,edu_difference,edu_mobility,attitude_lv,edu_lvp,attitude_b,region,edu_mobility_onehot,edu_up,edu_down
15,ESS8e02_1,8,2.1,AT,1.0,1988,0.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow a few,Allow none,2,3,3,31.0,4.0,4.0,4.0,-1.0,-2.0,-2.0,-1.0,-1.0,4.0,0.0,0.0,-7.0,4.0,0,Western Europe,0,0,0
16,ESS8e02_1,8,2.1,AT,1.0,1958,0.0,Yes,"ISCED 5B short, advanced vocational qualifications","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow some,Allow some,5,6,5,61.0,5.0,4.75,4.0,1.0,1.0,0.0,1.0,0.0,4.583333333333333,0.6666666666666666,0.625,3.0,4.0,1,Western Europe,1,1,0
17,ESS8e02_1,8,2.1,AT,1.0,1965,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow some,Allow a few,4,3,3,54.0,4.0,4.0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,4.0,0.0,0.0,-3.0,4.0,0,Western Europe,0,0,0
18,ESS8e02_1,8,2.1,AT,0.0,1951,0.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow many to come and live here,Allow some,7,7,5,68.0,4.0,2.5,2.5,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.5,5.0,2.0,1,Western Europe,1,1,0
19,ESS8e02_1,8,2.1,AT,0.0,1955,0.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow some,Allow a few,2,Cultural life undermined,1,64.0,4.0,4.0,4.0,1.0,-1.0,-2.0,-1.0,-2.0,4.0,0.0,0.0,-5.0,4.0,0,Western Europe,0,0,0
22,ESS8e02_1,8,2.1,AT,0.0,1976,0.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow a few,Allow a few,7,4,8,43.0,4.0,4.0,4.0,-1.0,-1.0,1.0,-1.0,2.0,4.0,0.0,0.0,0.0,4.0,0,Western Europe,0,0,0
23,ESS8e02_1,8,2.1,AT,1.0,1971,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow many to come and live here,Allow some,8,9,6,48.0,4.0,2.5,4.0,2.0,1.0,2.0,2.0,1.0,3.5,1.0,0.75,8.0,3.0,1,Western Europe,1,1,0
25,ESS8e02_1,8,2.1,AT,0.0,1970,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow many to come and live here,Allow many to come and live here,Good for the economy,5,5,49.0,4.0,4.0,2.5,2.0,2.0,1.0,0.0,0.0,3.5,1.0,0.75,5.0,3.0,1,Western Europe,1,1,0
26,ESS8e02_1,8,2.1,AT,0.0,1992,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow many to come and live here,Allow a few,2,5,3,27.0,5.0,4.75,4.0,2.0,-1.0,-2.0,0.0,-1.0,4.5,0.5,0.375,-2.0,4.0,0,Western Europe,1,1,0
27,ESS8e02_1,8,2.1,AT,1.0,1936,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow some,7,8,8,83.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,7.0,1.0,1,Western Europe,1,1,0
28,ESS8e02_1,8,2.1,AT,0.0,1970,1.0,Yes,"ISCED 5A medium, bachelor/equivalent from lower tier tertiary","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 5A medium, bachelor/equivalent from lower tier tertiary",Allow many to come and live here,Allow some,3,4,5,49.0,6.0,2.5,6.0,2.0,1.0,-1.0,-1.0,0.0,4.833333333333333,2.3333333333333335,1.75,1.0,4.0,1,Western Europe,1,1,0
29,ESS8e02_1,8,2.1,AT,0.0,1961,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow many to come and live here,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,58.0,4.0,1.0,1.0,2.0,-2.0,-1.0,-1.0,-1.0,2.0,2.0,3.0,-3.0,1.0,0,Western Europe,1,1,0
30,ESS8e02_1,8,2.1,AT,1.0,1955,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow a few,4,5,4,64.0,4.0,4.0,2.5,1.0,-1.0,-1.0,0.0,-1.0,3.5,1.0,0.75,-2.0,3.0,0,Western Europe,1,1,0
31,ESS8e02_1,8,2.1,AT,0.0,1977,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow none,Allow a few,7,5,3,42.0,4.0,2.5,4.0,-2.0,-1.0,1.0,0.0,-1.0,3.5,1.0,0.75,-3.0,3.0,0,Western Europe,1,1,0
32,ESS8e02_1,8,2.1,AT,1.0,1974,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow some,8,5,5,45.0,5.0,4.0,2.5,1.0,1.0,2.0,0.0,0.0,3.75,1.5,1.5,4.0,3.0,1,Western Europe,1,1,0
33,ESS8e02_1,8,2.1,AT,0.0,1951,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow many to come and live here,Allow many to come and live here,5,6,5,68.0,4.0,4.0,2.5,2.0,2.0,0.0,1.0,0.0,3.5,1.0,0.75,5.0,3.0,1,Western Europe,1,1,0
34,ESS8e02_1,8,2.1,AT,0.0,1939,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow a few,4,3,2,80.0,4.0,4.0,2.5,1.0,-1.0,-1.0,-1.0,-2.0,3.5,1.0,0.75,-4.0,3.0,0,Western Europe,1,1,0
35,ESS8e02_1,8,2.1,AT,1.0,1998,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow a few,Allow a few,1,1,1,21.0,4.0,4.0,4.0,-1.0,-1.0,-2.0,-2.0,-2.0,4.0,0.0,0.0,-8.0,4.0,0,Western Europe,0,0,0
36,ESS8e02_1,8,2.1,AT,1.0,1960,0.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow some,Allow some,6,4,5,59.0,4.0,4.75,4.0,1.0,1.0,1.0,-1.0,0.0,4.25,0.5,-0.375,2.0,4.0,1,Western Europe,-1,0,1
38,ESS8e02_1,8,2.1,AT,0.0,1964,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow a few,Don't know,7,7,8,55.0,4.0,2.5,2.5,-1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.5,3.0,2.0,1,Western Europe,1,1,0
39,ESS8e02_1,8,2.1,AT,1.0,1961,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow many to come and live here,Allow many to come and live here,9,8,8,58.0,8.0,4.0,2.5,2.0,2.0,2.0,2.0,2.0,4.666666666666667,3.3333333333333335,4.25,10.0,3.0,1,Western Europe,1,1,0
40,ESS8e02_1,8,2.1,AT,0.0,1941,1.0,Yes,"General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","ISCED 1, completed primary education","ISCED 1, completed primary education",Allow some,Allow a few,8,8,7,78.0,2.0,1.0,1.0,1.0,-1.0,2.0,2.0,1.0,1.5,1.0,1.5,5.0,1.0,1,Western Europe,1,1,0
41,ESS8e02_1,8,2.1,AT,1.0,1993,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow many to come and live here,Allow a few,Don't know,5,Don't know,26.0,5.0,4.75,4.0,2.0,-1.0,0.0,0.0,0.0,4.5,0.5,0.375,1.0,4.0,1,Western Europe,1,1,0
42,ESS8e02_1,8,2.1,AT,1.0,1940,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow a few,7,8,6,79.0,4.0,4.0,2.5,1.0,-1.0,1.0,2.0,1.0,3.5,1.0,0.75,4.0,3.0,1,Western Europe,1,1,0
43,ESS8e02_1,8,2.1,AT,0.0,1957,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow none,2,2,1,62.0,4.0,2.5,2.5,1.0,-2.0,-2.0,-2.0,-2.0,3.0,1.0,1.5,-7.0,2.0,0,Western Europe,1,1,0
44,ESS8e02_1,8,2.1,AT,0.0,1967,1.0,Yes,"Vocational ISCED 4A/4B, access ISCED 5B/lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow a few,6,5,5,52.0,4.0,4.0,2.5,1.0,-1.0,1.0,0.0,0.0,3.6666666666666665,1.3333333333333333,1.25,1.0,3.0,1,Western Europe,1,1,0
45,ESS8e02_1,8,2.1,AT,0.0,1946,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow a few,1,3,5,73.0,4.0,4.0,2.5,1.0,-1.0,-2.0,-1.0,0.0,3.5,1.0,0.75,-3.0,3.0,0,Western Europe,1,1,0
47,ESS8e02_1,8,2.1,AT,0.0,1952,0.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General ISCED 3A, access upper tier ISCED 5A/all 5",Allow some,Allow none,3,1,1,67.0,4.0,4.0,4.75,1.0,-2.0,-1.0,-2.0,-2.0,4.25,0.5,-0.375,-6.0,4.0,0,Western Europe,-1,0,1
48,ESS8e02_1,8,2.1,AT,1.0,1985,0.0,Yes,"ISCED 5B short, advanced vocational qualifications","ISCED 5B short, advanced vocational qualifications","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow a few,Allow none,1,Cultural life undermined,Worse place to live,34.0,5.0,5.0,4.0,-1.0,-2.0,-2.0,-1.0,-1.0,4.666666666666667,0.6666666666666666,0.5,-7.0,4.0,0,Western Europe,1,1,0
49,ESS8e02_1,8,2.1,AT,0.0,1990,0.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow some,Allow a few,6,7,6,29.0,4.0,4.0,4.0,1.0,-1.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,4.0,1,Western Europe,0,0,0
50,ESS8e02_1,8,2.1,AT,1.0,1951,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow none,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,68.0,4.0,4.0,2.5,-2.0,-2.0,-1.0,-1.0,-1.0,3.5,1.0,0.75,-7.0,3.0,0,Western Europe,1,1,0
51,ESS8e02_1,8,2.1,AT,0.0,1993,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow none,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,26.0,4.0,4.0,4.0,-2.0,-2.0,-1.0,-1.0,-1.0,4.0,0.0,0.0,-7.0,4.0,0,Western Europe,0,0,0
52,ESS8e02_1,8,2.1,AT,1.0,1946,1.0,Yes,"General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow a few,Allow a few,5,4,4,73.0,2.0,2.5,2.5,-1.0,-1.0,0.0,-1.0,-1.0,2.5,0.0,0.0,-4.0,2.0,0,Western Europe,0,0,0
53,ESS8e02_1,8,2.1,AT,1.0,1958,1.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow some,Allow a few,1,1,2,61.0,8.0,4.0,4.0,1.0,-1.0,-2.0,-2.0,-2.0,5.166666666666667,2.3333333333333335,3.5,-6.0,4.0,0,Western Europe,1,1,0
55,ESS8e02_1,8,2.1,AT,1.0,1997,0.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","ISCED 1, completed primary education",Allow a few,Allow a few,5,5,5,22.0,4.0,4.0,1.0,-1.0,-1.0,0.0,0.0,0.0,3.0,2.0,1.5,-2.0,2.0,0,Western Europe,1,1,0
56,ESS8e02_1,8,2.1,AT,0.0,1955,0.0,Yes,"ISCED 6, doctoral degree","Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 4A, access upper tier ISCED 5A/all 5",Allow many to come and live here,Allow many to come and live here,Good for the economy,Cultural life enriched,Better place to live,64.0,8.0,4.75,4.75,2.0,2.0,1.0,1.0,1.0,5.833333333333333,2.1666666666666665,3.25,7.0,5.0,1,Western Europe,1,1,0
57,ESS8e02_1,8,2.1,AT,1.0,1955,0.0,Yes,"ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 6, doctoral degree","ISCED 6, doctoral degree",Allow some,Allow a few,6,4,5,64.0,8.0,8.0,8.0,1.0,-1.0,1.0,-1.0,0.0,7.833333333333333,0.3333333333333333,-0.5,0.0,8.0,0,Western Europe,-1,0,1
58,ESS8e02_1,8,2.1,AT,1.0,1942,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow a few,4,3,3,77.0,4.0,4.0,2.5,1.0,-1.0,-1.0,-1.0,-1.0,3.5,1.0,0.75,-3.0,3.0,0,Western Europe,1,1,0
59,ESS8e02_1,8,2.1,AT,0.0,1988,0.0,Yes,"ISCED 5A medium, bachelor/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary","ISCED 5A long, master/equivalent from upper/single tier tertiary",Allow some,Allow some,5,6,5,31.0,6.0,7.5,7.5,1.0,1.0,0.0,1.0,0.0,7.166666666666667,0.6666666666666666,-1.0,3.0,8.0,1,Western Europe,-1,0,1
60,ESS8e02_1,8,2.1,AT,1.0,1967,1.0,Yes,"General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow none,Allow none,Bad for the economy,Cultural life undermined,Worse place to live,52.0,2.0,4.0,4.0,-2.0,-2.0,-1.0,-1.0,-1.0,3.5,1.0,-1.5,-7.0,4.0,0,Western Europe,-1,0,1
61,ESS8e02_1,8,2.1,AT,1.0,1974,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow some,Allow a few,3,4,4,45.0,5.0,2.5,2.5,1.0,-1.0,-1.0,-1.0,-1.0,3.25,1.5,2.25,-3.0,2.0,0,Western Europe,1,1,0
62,ESS8e02_1,8,2.1,AT,0.0,1995,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow none,Allow none,Good for the economy,5,Worse place to live,24.0,4.0,4.0,4.0,-2.0,-2.0,1.0,0.0,-1.0,4.0,0.0,0.0,-4.0,4.0,0,Western Europe,0,0,0
63,ESS8e02_1,8,2.1,AT,0.0,1989,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow a few,Allow a few,6,6,7,30.0,4.0,4.0,4.0,-1.0,-1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,1,Western Europe,0,0,0
64,ESS8e02_1,8,2.1,AT,1.0,1950,1.0,Yes,"Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow a few,Allow a few,2,3,5,69.0,4.0,4.0,2.5,-1.0,-1.0,-2.0,-1.0,0.0,3.5,1.0,0.75,-5.0,3.0,0,Western Europe,1,1,0
65,ESS8e02_1,8,2.1,AT,0.0,1951,1.0,Yes,"ISCED 1, completed primary education","ISCED 1, completed primary education","ISCED 1, completed primary education",Don't know,Allow none,2,Don't know,2,68.0,1.0,1.0,1.0,0.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,0.0,-6.0,1.0,0,Western Europe,0,0,0
66,ESS8e02_1,8,2.1,AT,0.0,1967,1.0,Yes,"Vocational ISCED 4A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow some,Allow a few,3,3,4,52.0,5.0,4.0,4.0,1.0,-1.0,-1.0,-1.0,-1.0,4.25,0.5,0.75,-3.0,4.0,0,Western Europe,1,1,0
67,ESS8e02_1,8,2.1,AT,0.0,1998,1.0,Yes,"General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow some,Allow some,Bad for the economy,Cultural life undermined,Worse place to live,21.0,2.0,4.0,4.0,1.0,1.0,-1.0,-1.0,-1.0,3.5,1.0,-1.5,-1.0,4.0,0,Western Europe,-1,0,1
69,ESS8e02_1,8,2.1,AT,0.0,1961,0.0,Yes,"ISCED 5B short, advanced vocational qualifications","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow many to come and live here,Allow many to come and live here,8,7,7,58.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,4.333333333333333,0.6666666666666666,1.0,8.0,4.0,1,Western Europe,1,1,0
70,ESS8e02_1,8,2.1,AT,0.0,1948,1.0,Yes,"General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow a few,Allow a few,Bad for the economy,Cultural life undermined,Worse place to live,71.0,2.0,2.5,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,0.0,0.0,-5.0,2.0,0,Western Europe,0,0,0
71,ESS8e02_1,8,2.1,AT,0.0,1954,0.0,Yes,"General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow many to come and live here,Allow some,6,7,5,65.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,3.5,1.0,-1.5,5.0,4.0,1,Western Europe,-1,0,1
72,ESS8e02_1,8,2.1,AT,0.0,1943,1.0,Yes,"ISCED 5B short, advanced vocational qualifications","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A",Allow some,Allow none,3,5,2,76.0,5.0,4.0,4.0,1.0,-2.0,-1.0,0.0,-2.0,4.333333333333333,0.6666666666666666,1.0,-4.0,4.0,0,Western Europe,1,1,0
73,ESS8e02_1,8,2.1,AT,1.0,1968,1.0,Yes,"General ISCED 3A, access upper tier ISCED 5A/all 5","Vocational ISCED 3A, access ISCED 5B/ lower tier 5A","General/pre-vocational ISCED 2A/2B, access ISCED 3 vocational",Allow many to come and live here,Allow many to come and live here,9,9,9,51.0,5.0,4.0,2.5,2.0,2.0,2.0,2.0,2.0,3.75,1.5,1.5,10.0,3.0,1,Western Europe,1,1,0
